T30,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
807,North Macedonia,2005,Percentage of individuals using the internet,26.5,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
807,North Macedonia,2010,Percentage of individuals using the internet,51.9,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
807,North Macedonia,2015,Percentage of individuals using the internet,70.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
807,North Macedonia,2020,Percentage of individuals using the internet,81.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
807,North Macedonia,2021,Percentage of individuals using the internet,81.9,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
807,North Macedonia,2022,Percentage of individuals using the internet,85.0,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
807,North Macedonia,2023,Percentage of individuals using the internet,87.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
578,Norway,2005,Percentage of individuals using the internet,82.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
578,Norway,2010,Percentage of individuals using the internet,93.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
578,Norway,2015,Percentage of individuals using the internet,96.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
578,Norway,2020,Percentage of individuals using the internet,94.6,Population aged 16 to 79 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
578,Norway,2021,Percentage of individuals using the internet,99.0,Population aged 16 to 79 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
578,Norway,2022,Percentage of individuals using the internet,99.0,Population aged 16 to 79 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
578,Norway,2023,Percentage of individuals using the internet,99.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
512,Oman,2005,Percentage of individuals using the internet,6.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
512,Oman,2010,Percentage of individuals using the internet,35.8,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
512,Oman,2015,Percentage of individuals using the internet,73.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
512,Oman,2020,Percentage of individuals using the internet,95.2,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
512,Oman,2021,Percentage of individuals using the internet,95.2,Estimate.;Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
512,Oman,2022,Percentage of individuals using the internet,95.2,Estimate.;Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
512,Oman,2023,Percentage of individuals using the internet,95.3,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
158,Other non-specified areas,2005,Percentage of individuals using the internet,58.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
158,Other non-specified areas,2010,Percentage of individuals using the internet,71.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
158,Other non-specified areas,2015,Percentage of individuals using the internet,78.0,Population aged 12 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
158,Other non-specified areas,2020,Percentage of individuals using the internet,89.0,Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
158,Other non-specified areas,2021,Percentage of individuals using the internet,87.6,Estimate.;Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
158,Other non-specified areas,2022,Percentage of individuals using the internet,86.3,Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
158,Other non-specified areas,2023,Percentage of individuals using the internet,93.1,Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
586,Pakistan,2005,Percentage of individuals using the internet,6.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
586,Pakistan,2010,Percentage of individuals using the internet,8.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
586,Pakistan,2015,Percentage of individuals using the internet,11.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
586,Pakistan,2020,Percentage of individuals using the internet,18.9,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
586,Pakistan,2021,Percentage of individuals using the internet,21.4,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
586,Pakistan,2022,Percentage of individuals using the internet,24.2,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
586,Pakistan,2023,Percentage of individuals using the internet,27.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
591,Panama,2005,Percentage of individuals using the internet,11.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
591,Panama,2010,Percentage of individuals using the internet,40.1,"Multipliers were applied to residential and commercial subscriptions, taking into account the average size of households and employees per business.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
591,Panama,2015,Percentage of individuals using the internet,51.2,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
591,Panama,2020,Percentage of individuals using the internet,70.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
591,Panama,2021,Percentage of individuals using the internet,77.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
591,Panama,2022,Percentage of individuals using the internet,77.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
591,Panama,2023,Percentage of individuals using the internet,78.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
598,Papua New Guinea,2005,Percentage of individuals using the internet,1.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
598,Papua New Guinea,2010,Percentage of individuals using the internet,1.3,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
598,Papua New Guinea,2015,Percentage of individuals using the internet,7.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
598,Papua New Guinea,2020,Percentage of individuals using the internet,24.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
598,Papua New Guinea,2021,Percentage of individuals using the internet,23.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
